area_code,measure
E02006501,86.1
E02006502,85.1
E02006503,88.6
E02006504,90.3
E02006505,89.7
E02006506,88.2
E02006507,91.1
E02006508,90.5
E02006509,89
E02006510,87.5
E02006511,88.4
E02006512,78.3
E02006513,86.5
E02006514,83.3
E02006515,90.8
E02006516,89.7
E02006517,88.8
E02006518,89.7
E02006519,88.5
E02006520,90.8
E02006521,91.1
E02006522,90
E02006523,89.4
E02006524,82.9
E02006525,81.7
E02006526,87.3
E02006527,80.8
E02006528,78.2
E02006529,84.5
E02006530,86.2
E02006531,73.2
E02006532,89.3
E02006533,87.2
E02006534,88.7
E02006535,90.3
E02006536,88.6
E02006537,85.7
E02006538,88.1
E02006539,89.7
E02006540,89.2
E02006541,89
E02006542,88.4
E02006543,90.5
E02006544,88.9
E02006545,83.1
E02006546,90.9
E02006547,84.7
E02006548,89.1
E02006549,93.3
E02006550,89.3
E02006551,94.3
E02006552,77.7
E02006553,81.7
E02006554,89.6
E02006555,77.4
E02006556,89.2
E02006557,73.9
E02006558,70.1
E02006559,89.9
E02006560,89.2
E02006561,90
E02006562,91
E02006563,89.8
E02006564,90.4
E02006565,89.6
E02006566,90.6
E02006567,90
E02006568,83.1
E02006569,90.1
E02006570,79.5
E02006571,87.6
E02006572,81.8
E02006573,89.2
E02006574,87.3
E02006575,72.6
E02006576,87.2
E02006577,80.1
E02006578,74.9
E02006579,80.8
E02006580,82.9
E02006581,76.3
E02006582,89.1
E02006583,85.7
E02006584,79
E02006585,81.9
E02006586,75.6
E02006587,77.6
E02006588,85.3
E02006589,90.9
E02006590,88.2
E02006591,88
E02006592,84.9
E02006593,84.1
E02006594,89
E02006595,86.8
E02006596,92.2
E02006597,89.7
E02006598,91.2
E02006599,93.8
E02006600,91
E02006601,90.9
E02006602,90.2
E02006603,89.3
E02006604,82.7
E02006605,81.9
E02006606,87.4
E02006607,87.9
E02006608,90.5
E02006609,86.7
E02006610,87.6
E02006611,92.4
E02006612,86
E02006613,87.7
E02006614,89.9
E02006615,89.4
E02006616,91.3
E02006617,86.1
E02006618,92.7
E02006619,90.1
E02006620,91.2
E02006621,93.9
E02006622,89.8
E02006623,88
E02006624,91.1
E02006625,88.8
E02006626,84.6
E02006627,88
E02006628,84
E02006629,85
E02006630,85.4
E02006631,79.5
E02006632,90
E02006633,92.3
E02006634,91.2
E02006635,88.8
E02006636,90
E02006637,90.7
E02006638,89.6
E02006639,90.2
E02006640,91.2
E02006641,90.1
E02006642,91.1
E02006643,90
E02006644,91.1
E02006645,90.1
E02006646,89.2
E02006647,92.4
E02006648,92.9
E02006649,88.3
E02006650,91.4
E02006651,92.1
E02006652,89.5
E02006653,90
E02006654,88.1
E02006655,91.5
E02006656,91.7
E02006657,87
E02006658,89.8
E02006659,89.4
E02006660,91.1
E02006661,92.2
E02006662,90.4
E02006663,89.1
E02006664,93.3
E02006665,90.6
E02006666,91.7
E02006667,87.9
E02006668,92.3
E02006669,91.3
E02006670,87.6
E02006671,85.2
E02006672,90.3
E02006673,88.9
E02006674,88.3
E02006675,93.3
E02006676,89.9
E02006677,92.8
E02006678,88.8
E02006679,89.5
E02006680,89.3
E02006681,89.4
E02006682,89.4
E02006683,88.2
E02006684,80.6
E02006685,85.6
E02006686,85.6
E02006687,83.3
E02006688,84.9
E02006689,89.8
E02006690,91.1
E02006691,88
E02006692,90.5
E02006693,89.3
E02006694,84.7
E02006695,89.3
E02006696,92.7
E02006697,90.8
E02006698,87.8
E02006699,89.1
E02006700,88.9
E02006701,91.3
E02006702,85.2
E02006703,90.7
E02006704,91.8
E02006705,86.9
E02006706,82.2
E02006707,92.3
E02006708,84.4
E02006709,84.7
E02006710,90.3
E02006711,91.6
E02006712,92.1
E02006713,89.6
E02006714,92.1
E02006715,89.2
E02006716,84.9
E02006717,93.3
E02006718,87.8
E02006719,83.5
E02006720,91.4
E02006721,87
E02006722,74.5
E02006723,79.2
E02006724,63.5
E02006725,77.9
E02006726,75.9
E02006727,84.6
E02006728,89.5
E02006729,81.6
E02006730,74.6
E02006731,85
E02006732,88.7
E02006733,89.6
E02006734,91.7
E02006735,79.4
E02006736,88.2
E02006737,87
E02006738,76.3
E02006739,84.6
E02006740,73.9
E02006741,88.3
E02006742,81.8
E02006743,80.9
E02006744,74.4
E02006745,88.5
E02006746,87.8
E02006747,92.1
E02006748,89.8
E02006749,82
E02006750,89.6
E02006751,88.7
E02006752,92.5
E02006753,91.6
E02006754,92.8
E02006755,93.5
E02006756,92.1
E02006757,91.4
E02006758,88.6
E02006759,90.6
E02006760,89.2
E02006761,71.1
E02006762,87.1
E02006763,84.4
E02006764,81.1
E02006765,91.7
E02006766,92.2
E02006767,91.5
E02006768,90.6
E02006769,90.2
E02006770,77.3
E02006771,88.8
E02006772,88.2
E02006773,84.4
E02006774,86
E02006775,82.5
E02006776,89.1
E02006777,91.2
E02006778,91.2
E02006779,88.6
E02006780,88.2
E02006782,76.7
E02006783,63.8
E02006784,68.1
E02006785,79.6
E02006786,69.3
E02006787,83
E02006788,65.3
E02006789,84.9
E02006790,86.5
E02006791,72.8
E02006792,69.2
E02006793,60.1
E02006794,55.5
E02006795,74.5
E02006796,78.6
E02006798,63.4
E02006799,67.8
E02006800,65.6
E02006801,58
E02006802,63.3
E02006803,90.8
E02006804,88.3
E02006805,70.3
E02006806,80.4
E02006807,81.9
E02006808,84
E02006809,74.4
E02006810,78.5
E02006811,90.5
E02006812,86.9
E02006813,84.8
E02006814,89.9
E02006815,76.3
E02006816,88.6
E02006817,70
E02006818,86.3
E02006819,70.6
E02006820,88.2
E02006821,90.4
E02006822,89.3
E02006823,90.5
E02006824,90.7
E02006825,83.8
E02006826,78.8
E02006827,83.6
E02006828,89.7
E02006829,92.5
E02006830,85.4
E02006831,92.1
E02006832,86.9
E02006833,87.2
E02006834,71.5
E02006835,83
E02006836,87.1
E02006837,88
E02006838,91
E02006839,88.6
E02006840,85.9
E02006841,66.9
E02006842,76.6
E02006843,50.4
E02006844,53.2
E02006845,86.8
E02006846,82.3
E02006847,87.4
E02006848,81.7
E02006849,88.6
E02006850,49.1
E02006851,52.8
E02006852,81
E02006853,66.4
E02006854,67.2
E02006855,72.8
E02006856,70.3
E02006857,85.6
E02006858,84.6
E02006859,72.6
E02006860,68.8
E02006861,72
E02006862,79.9
E02006863,72.7
E02006864,82.8
E02006865,78.6
E02006866,90.5
E02006867,91.5
E02006868,68.2
E02006869,86
E02006870,84.9
E02006871,85.7
E02006872,91.6
E02006873,83
E02006874,87.5
E02006875,52.8
E02006876,69.3
E02006877,78
E02006878,75.1
E02006879,67.3
E02006880,79.8
E02006881,78.6
E02006882,70.2
E02006883,77.5
E02006884,79.4
E02006885,71.2
E02006886,87.7
E02006887,65.6
E02006888,62.9
E02006889,62.2
E02006890,65.9
E02006891,93
E02006892,88.4
E02006893,90.7
E02006894,64.3
E02006895,56.3
E02006896,58.7
E02006897,54.8
E02006898,61.4
E02006899,58.5
E02006900,57.5
E02006901,59.2
E02006902,68.3
E02006903,86.2
E02006904,58
E02006905,64.7
E02006906,88.5
E02006907,74.9
E02006908,79.4
E02006909,91.3
E02006910,81.9
E02006911,80.6
E02006912,59.1
E02006913,64.5
E02006914,51.6
E02006915,59
E02006916,67.6
E02006917,71
E02006918,60.3
E02006919,88
E02006920,86.8
E02006921,51.5
E02006922,84.4
E02006924,69.7
E02006925,77.3
E02006926,76.4
E02006927,75.3
E02006928,62.7
E02006929,72
E02006930,72.9
E02006931,71
E02006932,50.3
E02006933,67.6
E02006934,62.4
